item,itemLabel,startDate,endDate,psid
Q11775942,Salem Labiadh,2013-03-13,2014-01-29,Q11775942-66D3AFAF-B943-4879-8E92-4D5F76765CD6
Q12239668,Mohamed Hamdi,2020-02-27,2020-09-02,Q12239668-8AFDE817-9F89-4422-BFF4-AAFC9B1A87C1
Q12239816,Mohamed Sayah,1987-05-16,1987-11-07,Q12239816-9F32A4F7-1DF6-430A-8526-0F3EE3A06146
Q16027809,Mohamed Raouf Najar,2003-08-25,2005-08-17,Q16027809-7D822520-DC24-42B2-BA43-9FAB3EA74BAD
Q16588807,Mohamed Fraj Chedly,1980-04-25,1986-05-05,Q16588807-9202186D-28F0-4555-94FF-476D186704F5
Q16855223,Fathi Jarray,2014-01-29,2015-02-06,Q16855223-B01E1586-6CC3-442D-8165-F0488AACCA8B
Q19060301,Ridha Ferchiou,1997-10-09,1999-02-15,Q19060301-3D853844-3E57-497D-97D5-99453B686C31
Q19956225,Néji Jalloul,2015-02-06,2017-04-30,Q19956225-E6D5CFDF-3A81-404E-9B3D-C662119F0F7F
Q19956346,Sadok Korbi,2005-08-17,2008-08-29,Q19956346-FF928DBD-5B9C-4AE9-93E9-DE907C851121
Q2388455,Taïeb Baccouche,2011-01-17,2011-12-24,Q2388455-4214B037-E617-4363-813C-803A36865785
Q282026,Abdelaziz Ben Dhia,1986-05-05,1986-07-30,Q282026-DF4ADC9E-5F91-4500-963F-F14B2DFFB58E
Q2821146,Abdellatif Abid,2011-12-24,2013-03-13,Q2821146-D768691E-C9F3-41C1-A174-D9196F3CC560
Q2821241,Abderrahim Zouari,1999-02-15,1999-11-17,Q2821241-64D76831-9E11-49CE-9C43-5A514341F16C
Q2827512,Ahmed Ben Salah,1968-10-24,1969-11-07,Q2827512-ED158963-5AA6-4C81-91CF-A04B1EAE2C4E
Q2827554,Ahmed Friaâ,1994-06-01,1994-11-16,Q2827554-8BD55948-9BF1-48C6-803C-B0FCB0560EBA
Q2827587,Ahmed Iyadh Ouederni,1999-11-17,2001-01-23,Q2827587-5D45929B-3783-4685-B229-7A65570E8EC0
Q2827627,Ahmed Noureddine,1969-11-07,1969-12-27,Q2827627-DDF3FF08-CE57-4011-B930-2A3F61397412
Q28654181,Slim Khalbous,2017-04-30,2017-09-06,Q28654181-E708A5D0-D336-4223-9190-A20A98021090
Q2961945,Chedly Ayari,1970-06-12,1971-10-29,Q2961945-BEFC0FEA-DB4D-4B03-BA5C-0F0D0C070CD0
Q29816892,Hatem Ben Othman,1994-11-14,1997-10-09,Q29816892-FDB5503C-AEE4-4EA0-9256-C2095BBB7360
Q3039490,Driss Guiga,1973-03-17,1976-05-31,Q3039490-3CDDFB00-4401-4E97-9FD4-D70C424B931C
Q3128291,Hatem Ben Salem,2017-09-06,2020-02-27,Q3128291-8D353624-E2F9-4784-8D63-6E5E52D7FBC1
Q3128291,Hatem Ben Salem,2008-08-29,2011-01-17,Q3128291-9DEEF446-00B7-4C97-9E83-F62764524BAA
Q3160736,Jallouli Farès,1955-09-17,1956-04-15,Q3160736-9E702C4C-5BEA-4C0E-B592-5A6F5BE7739A
Q3216753,Lamine Chebbi,1956-04-15,1958-05-06,Q3216753-EF87905F-D6B8-4516-8A09-7CA43D0C8AA6
Q3318475,Mohamed Charfi,1989-04-11,1994-06-01,Q3318475-F9E55899-2246-4EAC-996A-C8A194E46209
Q3320454,Moncer Rouissi,2001-01-23,2003-08-25,Q3320454-69C9F499-A2CB-4D4A-BF3C-55E769F48741
Q3331032,Amor Chadli,1986-07-30,1987-05-16,Q3331032-B0EA131D-0DCB-4A6E-9DF4-7D275EFD1932
Q377921,Mohamed Mzali,1976-05-31,1980-04-25,Q377921-AC8AA0E8-F057-4B41-B6B6-4083756D6086
Q377921,Mohamed Mzali,1971-10-29,1973-03-17,Q377921-AD0C012F-145A-4336-961D-81F20874C9E2
Q377921,Mohamed Mzali,1969-12-27,1970-06-12,Q377921-F1FAB5D3-1FB5-4192-B5AB-A617D02537D0
Q496165,Mahmoud Messadi,1958-05-06,1968-10-24,Q496165-55280BBB-DA9A-46B3-B558-66F67BF910ED
Q98828599,Fethi Sellaouti,2020-09-02,,Q98828599-F7D117C2-8C88-4A4B-A84E-903B368DE755
