position,title
Q3402180,First Lady
Q29646045,ambassador to Algeria
Q40338407,ambassador to Canada
Q27235652,ambassador to France
Q104886667,ambassador to Germany
Q104886634,ambassador to Italy
Q107454115,ambassador to Japan
Q104886731,ambassador to the Netherlands
Q31294215,ambassador to the People's Republic of China
Q27235686,ambassador to Spain
Q106223534,ambassador to Switzerland
Q38250669,ambassador to the United States of America
