item,itemLabel,startDate,endDate
,Mohamed Chakroun,1956-04-14,1958-05-06
Q2827512,Ahmed Ben Salah,1958-05-06,1961-01-03
Q3320538,Mondher Ben Ammar,1961-01-03,1969-09-08
Q3039490,Driss Guiga,1969-09-08,1969-11-07
Q3461164,Sadok Ben Jemâa,1969-11-07,1971-10-29
Q27179077,Farhat Dachraoui,1971-10-29,1974-01-14
Q3318530,Mohamed Ennaceur,1974-01-14,1977-12-26
,Mohamed Jomâa,1977-12-26,1979-11-07
Q3318530,Mohamed Ennaceur,1979-11-07,1985-10-23
Q3344886,Noureddine Hached,1985-10-23,1986-06-23
Q282026,Abdelaziz Ben Dhia,1986-07-30,1987-04-04
Q1363916,Hédi Baccouche,1987-04-04,1987-11-07
Q54875068,Taoufik Cheikhrouhou,1987-11-07,1989-09-27
Q3320454,Moncer Rouissi,1989-09-27,1991-02-20
Q2827664,Ahmed Smaoui,1991-02-20,1992-08-03
Q30104283,Mohamed Fadhel Khelil,1992-08-03,1996-06-13
Q2972023,Chédli Neffati,1996-06-13,2001-01-25
Q2912277,Hédi M'henni,2001-01-25,2002-04-27
Q2972023,Chédli Neffati,2002-04-27,2005-08-17
Q2836180,Ali Chaouch,2005-08-17,2011-01-14
Q3334747,Naceur El Gharbi,2011-01-14,2011-01-17
Q3320454,Moncer Rouissi,2011-01-17,2011-01-27
Q3318530,Mohamed Ennaceur,2011-01-27,2011-12-24
Q3196042,Khalil Zaouia,2011-12-24,2014-01-29
Q16802173,Ahmed Ammar Younbaii,2014-01-29,2016-01-12
Q20423358,Mahmoud Ben Romdhane,2016-01-12,2016-08-27
Q28105062,Mohamed Trabelsi,2016-08-27,2020-02-27
Q91645255,Habib Kchaou,2020-02-27,2020-09-02
Q28105062,Mohamed Trabelsi,2020-09-02,2021-10-11
Q108892347,Malek Zahi,2021-10-11,
