item,itemLabel,startDate,endDate
Q12230326,Fethia Mzali,1983-11-01,1986-06-23
Q38346104,Néziha Mezhoud,1993-08-06,1995-03-27
Q3347261,Néziha Zarrouk,1995-03-27,2001-10-08
Q38259407,Néziha Ben Yedder,2001-10-08,2004-11-11
Q38213221,Saloua Ayachi Labben,2004-11-11,2007-09-03
Q3473691,Sarra Kanoun Jarraya,2007-09-03,2010-01-15
Q2893398,Bebia Chihi,2010-01-15,2011-01-17
Q3240795,Lilia Labidi,2011-01-17,2011-12-24
Q3483754,Sihem Badi,2011-12-24,2014-01-29
Q16855104,Saber Bouatay,2014-01-29,2015-02-06
Q3470859,Samira Merai,2015-02-06,2016-08-27
Q26905827,Néziha Labidi,2016-08-27,2020-02-27
Q89996191,Asma Shiri,2020-02-27,2020-09-02
Q98844443,Imen Houimel,2020-09-02,2021-10-11
Q52450891,Amel Belhaj Moussa,2021-10-11,
