item,itemLabel,startDate,endDate,psid
Q1043040,Kamel Morjane,2005-08-17,2010-01-14,Q1043040-8FAC6B60-B2C3-4E6A-8EA8-427693DBF845
Q108883556,Imed Memmich,2021-10-11,,Q108883556-A0BC7E83-02E0-40F6-931B-B436368357FD
Q12220165,Slaheddine Baly,1980-04-24,1988-04-11,Q12220165-1B45CD2C-0DBF-4B57-A7E1-4DE78C1F38A1
Q16639035,Ghazi Jeribi,2014-01-29,2015-02-06,Q16639035-628EAC3B-D98F-4E3E-907C-BCFAB3016B12
Q18398343,Mohamed Karim El Jamoussi,2019-10-29,2020-02-27,Q18398343-781D34F9-930F-4081-92C1-7D3787D93DE8
Q19248970,Farhat Horchani,2015-02-06,2017-09-06,Q19248970-7AB980C1-DF90-40DB-86FC-419FC6AD9275
Q282026,Abdelaziz Ben Dhia,1991-10-10,1996-06-13,Q282026-0AA31474-BE25-43F0-9F14-4E6F7964D5AD
Q2820925,Abdallah Farhat,1976-05-31,1979-09-12,Q2820925-1665D166-DEF9-4FBC-BFF7-8AB8ACAF6E9E
Q2820925,Abdallah Farhat,1972-08-09,1974-01-14,Q2820925-E309E0F9-316C-4161-B13A-C426BF85B9B5
Q2820931,Abdallah Kallel,1988-04-11,1991-02-20,Q2820931-6EAF8884-3EFB-4C3C-8BB1-2EEC7DC7183D
Q2820931,Abdallah Kallel,1996-06-13,1997-01-20,Q2820931-91E5F393-7C5F-4AD9-9DDB-0408D002AB52
Q2821127,Abdelkrim Zbidi,2011-01-27,2013-03-13,Q2821127-AE3D8F6B-B572-477E-A719-639AF7705BD1
Q2821127,Abdelkrim Zbidi,2017-09-06,2019-10-29,Q2821127-B71CA321-9FA8-4515-BD05-B193447BEED8
Q2827624,Ahmed Mestiri,1966-06-24,1968-01-29,Q2827624-CD43C796-C739-43CB-A34E-498A9EE37CC1
Q2912277,Hédi M'henni,2004-11-10,2005-08-17,Q2912277-07ADE6BA-EFBA-46C4-9EE3-DC2395C638BA
Q2929686,Béchir M'hedhbi,1971-10-29,1972-08-09,Q2929686-03B99E44-38B4-4564-B1EB-9EAFF62FB7E2
Q3012366,Dali Jazi,2001-01-23,2004-11-10,Q3012366-8560BFD8-ACD4-4C33-BCCE-897CB820739B
Q3125299,Habib Ben Yahia,1997-01-22,1999-11-17,Q3125299-06A31FCA-FB68-4654-B7A3-7A220B603927
Q3128235,Hassib Ben Ammar,1970-06-12,1971-10-29,Q3128235-601670BF-6EB6-4B4C-B1B9-189BED09E832
Q313539,Béji Caïd Essebsi,1969-11-07,1970-06-12,Q313539-FC078C29-B688-4BAD-B560-FA2C50D105C0
Q3144591,Hédi Khefacha,1974-01-14,1976-05-25,Q3144591-4679C518-B1D9-4B36-99F9-6366004FD1D9
Q3318622,Mohamed Jegham,1999-11-17,2001-01-23,Q3318622-8D793338-C24D-47B2-A88A-2A1EC141191D
Q3431743,Ridha Grira,2010-01-14,2011-01-27,Q3431743-6A35F2D0-4758-4675-AC03-A4EC57D1D06A
Q377921,Mohamed Mzali,1968-04-12,1969-11-07,Q377921-1822312B-1D82-4BBD-AE9A-5D4D983B31FA
Q507856,Habib Boularès,1991-02-20,1991-10-10,Q507856-D3F304E2-C0C0-487B-8AAA-8B8A4F2A787E
Q643348,Habib Bourguiba,1956-04-14,1957-07-29,Q643348-F82BBD7D-0DA4-48DC-BB99-4E69DA288445
Q653162,Rachid Sfar,1979-09-12,1980-04-24,Q653162-8F5A046D-C907-459E-9431-32850CCC00F2
Q800238,Bahi Ladgham,1957-07-29,1966-06-24,Q800238-392C3992-2912-44BB-BFF5-F534CBCC43D3
Q800238,Bahi Ladgham,1968-01-29,1968-04-12,Q800238-AB630EC4-3EB4-4834-9D71-82D4287F498C
Q89844681,Imed Hazgui,2020-02-27,2020-09-02,Q89844681-BDC81C65-9330-4E40-B3D7-57584F751A89
Q9344006,Rachid Sabbagh,2013-03-13,2014-01-29,Q9344006-83F6EA37-78A9-4948-8158-795424CAB16D
Q98828346,Brahim Bartagi,2020-09-02,2021-07-26,Q98828346-BC9E96BE-321B-4983-A829-E902615140D3
