@@,itemlabel,item,startdate,enddate
->,Mokhtar Hammami,Q61588042,2018-11-14,NULL->2020-02-27
+++,Lotfi Zitoun,Q12237240,2020-02-27,2020-07-15
+++,Chokri Belhassen,Q30118294,2020-07-15,2020-09-02
+++,Mustapha Aroui,Q98828591,2020-09-02,2020-12-20
+++,Kamel Doukh,Q109041047,2020-12-20,2021-10-11
