item,itemLabel,startDate,endDate,psid
Q15304780,Mehdi Jomaa,2013-03-13,2014-01-29,Q15304780-2951A50B-CA65-4419-B908-ACF6833ACB34
Q16117997,Abderrazak Rassâa,1968-09-24,1969-09-08,Q16117997-0d274924-41ca-dba2-11e5-a1b04eb16102
Q16123702,Kamel Ben Naceur,2014-01-29,2015-02-06,Q16123702-A7AB6536-56EA-43AD-A622-9BD7A4DC2FC7
Q16325262,Ezzeddine Abassi,1957-07-29,1961-10-07,Q16325262-9252558B-2292-4559-AC96-0528866BD0B9
Q1642894,Hédi Nouira,1970-06-12,1970-11-06,Q1642894-f1ae3551-43f8-cb6e-2bc7-3086e0fc07bf
Q17425841,Slaheddine Ben Mbarek,1986-04-28,1988-07-27,Q17425841-07F08C25-43C8-4C99-97BB-CCB2D9B4B30A
Q19060286,Moncef Ben Abdallah,1997-10-11,2003-08-25,Q19060286-2304F5E3-24EF-4839-AF6A-0FA9A5612E0F
Q19060320,Fethi Merdassi,2003-08-25,2004-11-10,Q19060320-829DF3AC-55E5-4ED4-B0C7-13D05EE75696
Q19544932,Zied Ladhari,2016-08-27,2017-09-12,Q19544932-4D58B895-D9A4-4B18-A4DB-39BC6CBF100C
Q19629356,Sadok Rabah,1991-02-20,1995-01-25,Q19629356-21cf5682-4b4e-7d75-3201-497eb2fdc3ed
Q19956120,Zakaria Hamad,2015-02-06,2016-08-27,Q19956120-0B7C638E-AD20-4120-A433-C60586B440AD
Q27666209,Imed Hammami,2017-09-12,2017-11-18,Q27666209-66F09D20-6B26-4F53-8EFD-064BBB8DA7BA
Q2820991,Abdelaziz Lasram,1980-04-25,1983-10-14,Q2820991-4a15620b-4e41-6f15-14c1-171035fe0ce7
Q2820991,Abdelaziz Lasram,1974-09-25,1977-12-26,Q2820991-798c19aa-4b08-8f68-0fe4-3e495870ccdf
Q2820999,Abdelaziz Rassâa,2011-02-28,2011-12-24,Q2820999-AD051F61-57D4-477D-82B6-90C45F36FEAC
Q2826117,Afif Chelbi,2004-11-10,2011-02-28,Q2826117-275FBC47-D2FC-4349-8816-E6718CB360FD
Q2827512,Ahmed Ben Salah,1961-11-12,1968-10-24,Q2827512-f2360090-43ab-c0ba-7132-0df10eaa4c45
Q2855981,Ferjani Bel Haj Ammar,1956-04-15,1957-07-29,Q2855981-fd1f99fe-44a6-5cbd-c46c-a1c5c16e4018
Q2961945,Chedly Ayari,1972-03-22,1974-09-25,Q2961945-a93d550b-452a-6985-4387-764fda6edbd0
Q3128202,Hassen Belkhodja,1969-09-08,1970-06-12,Q3128202-F1BF6E6E-76D5-4EAF-ACB8-FF054B509D85
Q3318652,Mohamed Lamine Chakhari,2011-12-24,2013-03-13,Q3318652-8F754B9E-AEA2-4C0B-B055-B1D968B1326E
Q3486507,Slaheddine Bouguerra,1995-01-25,1997-10-11,Q3486507-28404B35-FC0A-4DA7-B60A-EFEA0E5345DD
Q431515,Mohamed Ghannouchi,1990-03-03,1991-02-20,Q431515-bc1d8bcb-4865-4f14-df8e-6a8f1650e60f
Q43304124,Slim Feriani,2017-11-18,2020-02-27,Q43304124-1A0D20A2-D7CF-4643-BA22-B6068AA2C82E
Q48757077,Amor Rourou,1979-11-27,1980-04-25,Q48757077-4165662B-C885-4D5F-ABEF-D08C8064CD8B
Q54875074,Tijani Chelli,1970-11-06,1972-03-22,Q54875074-7e6f0076-4dbf-e42b-cc50-f169c7458155
Q653162,Rachid Sfar,1983-10-14,1986-04-28,Q653162-2c1bd038-414a-3e75-ccc7-85bbcba225c8
Q653162,Rachid Sfar,1977-12-26,1979-11-27,Q653162-a338a5e1-4552-056d-781a-e369e4ce92c3
Q90946576,Salah Ben Youssef,2020-02-27,2020-09-02,Q90946576-4EEDA253-F2FD-42B7-9D4F-C86C673A0256
Q99542892,Salwa Sghayer,2020-09-02,2021-02-15,Q99542892-fb6e3616-4d31-8bea-da49-b0e401a4d50e
Q99543891,Moncef Belaïd,1988-07-27,1990-03-03,Q99543891-b2cfa398-45d2-f58e-f9ca-752815012a68
