item,itemLabel,startDate,endDate
Q1951854,Mohamed Masmoudi,1960-12-31,1961-10-07
Q3320538,Mondher Ben Ammar,1969-09-08,1970-11-06
Q29440996,Ezzeddine Chelbi,1983-06-18,1986-07-19
Q3318622,Mohamed Jegham,1988-07-27,1995-01-25
Q27756741,Slaheddine Maaoui,1995-01-25,2001-01-24
Q3320544,Mondher Zenaidi,2001-01-24,2004-03-22
Q2821241,Abderrahim Zouari,2004-03-22,2004-11-10
,Tijani Haddad,2004-11-10,2007-09-04
,Khalil Laâjimi,2007-09-04,2010-01-14
Q3486689,Slim Tlatli,2010-01-14,2011-01-17
Q3318622,Mohamed Jegham,2011-01-17,2011-01-27
Q3304500,Mehdi Houas,2011-01-27,2011-12-24
Q3051875,Elyes Fakhfakh,2011-12-24,2013-03-13
Q16269694,Jamel Gamra,2013-03-13,2014-01-29
Q15703367,Amel Karboul,2014-01-29,2015-02-06
Q19345818,Selma Elloumi,2015-02-06,2018-11-14
Q20417790,René Trabelsi,2018-11-14,2020-02-27
Q92354033,Mohamed Ali Toumi,2020-02-27,2020-09-02
Q104821906,Habib Ammar,2020-09-02,2021-10-11
Q108892366,Mohamed Moez Belhassine,2021-10-11,
