item,itemLabel,startDate,endDate,psid
Q107707866,Ridha Gharsalloui,2021-07-29,2021-10-11,Q107707866-20b0162d-4373-f888-1ab7-7d7d715fc4dc
Q108750786,Khaled Yahyaoui,2021-07-26,2021-07-29,Q108750786-9574e0f2-485b-08e9-ec26-7fcdc55da04b
Q16180628,Abdallah Kaâbi,2001-01-23,2002-04-27,Q16180628-5C4C6315-62AE-4163-9581-9E0FFC114716
Q16262803,Dhaoui Hannablia,1977-12-26,1979-11-07,Q16262803-9D9C11E4-3BD4-42AE-BE40-F5FBC96BF375
Q1642894,Hédi Nouira,1971-09-04,1971-10-29,Q1642894-531FCF7D-0C58-4B84-B3DA-4FA6658746E4
Q16639035,Ghazi Jeribi,2018-06-06,2018-07-30,Q16639035-3BF6738B-78BC-48B7-9970-BFD609F6D467
Q16664915,Mohamed Ben Rejeb,1997-01-22,1997-10-09,Q16664915-E16033AD-10BD-4479-97DB-579ACB8CCBC0
Q18880483,Mohamed Najem Gharsalli,2015-02-06,2016-01-12,Q18880483-CC85F813-344A-4AD1-A683-CA7C1DB50BF2
Q204487,Zine el-Abidine Ben Ali,1986-04-28,1987-11-07,Q204487-56C9CDCF-04A0-4F83-8250-86D26481E464
Q21996842,Hédi Majdoub,2016-01-12,2017-09-06,Q21996842-DB4B33A9-F7E8-4732-A8B6-E5322EFFE750
Q2374730,Tahar Belkhodja,1973-03-17,1977-12-23,Q2374730-F4E67ED8-1796-4410-B82F-C41805CCE26F
Q281184,Ali Larayedh,2011-12-24,2013-03-13,Q281184-8FA94082-33E6-4A31-BD04-757B9FB34E7B
Q2820925,Abdallah Farhat,1977-12-23,1977-12-26,Q2820925-0E5CA158-AEB4-4A8E-BBC8-38E034250367
Q2820931,Abdallah Kallel,1999-11-17,2001-01-23,Q2820931-CB269FAA-BA92-45D3-BED0-A7A83CC063AE
Q2820931,Abdallah Kallel,1991-02-17,1995-01-24,Q2820931-fed5b563-4970-e6ac-aec7-1686df8a6feb
Q2827554,Ahmed Friaâ,2011-01-12,2011-01-27,Q2827554-43217217-0009-494C-92A2-CC5F78B5BE1C
Q2827624,Ahmed Mestiri,1970-06-12,1971-09-04,Q2827624-8ACE79F2-DFB5-486E-B498-CD27B3344604
Q2836180,Ali Chaouch,1997-10-09,1999-11-17,Q2836180-D7EF6BBA-DBD6-4BEC-828C-7BE42451DAB1
Q2912277,Hédi M'henni,2002-04-27,2004-11-11,Q2912277-FF6DF84F-8C94-45D1-B5A1-C950C3FD3726
Q2972023,Chédli Neffati,1988-11-01,1990-03-03,Q2972023-E88A69F9-0E2D-436F-B567-E67CB3F27DD4
Q3039490,Driss Guiga,1980-03-01,1984-01-07,Q3039490-52FA5AE9-3B7D-4732-AE56-D53668EDCFA1
Q3066858,Farhat Rajhi,2011-01-27,2011-03-28,Q3066858-6723D3D6-DEFD-40C5-8691-F0ABB4782ACF
Q3125288,Habib Ammar,1987-11-07,1988-11-01,Q3125288-44728ce5-4930-a40c-3d14-d03b83cecdaa
Q3125311,Habib Essid,2011-03-28,2011-12-24,Q3125311-DCF7E596-DA3F-47C6-AE57-656D165CD812
Q313539,Béji Caïd Essebsi,1965-07-05,1969-09-08,Q313539-6f06b824-40b2-cff6-3e23-7e7841821629
Q3144591,Hédi Khefacha,1969-09-08,1970-06-12,Q3144591-0f5bbc51-43f3-0f0c-6d7a-778f48ca1eb5
Q3144591,Hédi Khefacha,1971-10-29,1973-03-17,Q3144591-BAE962DD-BFED-4697-A6B4-04F15A4C5CA9
Q3318622,Mohamed Jegham,1995-01-24,1997-01-22,Q3318622-6D672524-E2B0-496E-A5F9-CA214EC1FE35
Q3357601,Othman Kechrid,1979-11-07,1980-03-01,Q3357601-8F8311EF-006D-4A4C-8E39-63EFC48700ED
Q3417419,Rafik Belhaj Kacem,2004-11-11,2011-01-12,Q3417419-A85D0A04-BD89-46B8-A5F6-CB1F793D8140
Q3516543,Taïeb Mehiri,1956-04-15,1965-06-29,Q3516543-f09e7911-4778-2749-4ed1-d1368a0e63f0
Q377921,Mohamed Mzali,1984-01-07,1986-04-28,Q377921-49FED7DD-515E-46A0-A920-C2B2AB01200A
Q4167838,Abdelhamid Escheikh,1990-03-03,1991-02-17,Q4167838-C13862BB-E057-4AA4-9BAB-B45649D0EF9F
Q50099224,Lotfi Brahem,2017-09-06,2018-06-06,Q50099224-c0a451be-488f-ad8b-66b7-f3c24d6a0a09
Q56309568,Hichem Fourati,2018-07-30,2020-02-27,Q56309568-9c236ae0-486f-bbb0-b412-9e7fb7c80536
Q563204,Mongi Slim,1955-09-21,1956-04-15,Q563204-d0776f2e-4fa1-86b5-4874-c592a91c3b31
Q7480522,Lotfi Ben Jeddou,2013-03-13,2015-02-06,Q7480522-E1D3E13E-A91B-4CD4-AA5B-327AA764B296
Q88485687,Hichem Mechichi,2021-01-05,2021-07-25,Q88485687-34e183a7-47b9-30df-0c90-c17c73152650
Q88485687,Hichem Mechichi,2020-02-27,2020-09-02,Q88485687-c6c4bf1b-4384-b378-a9b6-af9bc06d60d4
Q98828355,Taoufik Charfeddine,2020-09-02,2021-01-05,Q98828355-7A83111B-B3A0-49B4-AEB4-04827FFA3C52
