item,itemLabel,startDate,endDate
Q16325262,Ezzeddine Abassi,1958-12-30,1961-10-07
Q22928978,Lassaad Ben Osman,1973-11-30,1974-09-25
Q2820925,Abdallah Farhat,1974-09-25,1976-05-31
,Abdelhamid Sassi,1976-05-31,1979-11-07
Q3128202,Hassen Belkhodja,1979-11-07,1980-04-15
Q3461164,Sadok Ben Jemâa,1980-04-15,1983-11-25
Q16263000,Brahim Khouaja,1983-11-25,1985-10-23
,Mohamed Kraïem,1985-10-23,1987-03-30
Q3286574,Mansour Skhiri,1987-03-30,1987-11-07
,Abderrazak Kéfi,1987-11-07,1988-07-27
Q2827664,Ahmed Smaoui,1988-07-27,1991-02-20
,Faouzi Belkahia,1991-02-20,1992-06-09
,Tahar Hadj Ali,1992-06-09,1994-06-01
Q3320544,Mondher Zenaidi,1994-06-01,1996-06-13
Q19629356,Sadok Rabah,1996-06-13,1997-10-09
Q19060284,Houcine Chouk,1997-10-09,2002-09-05
Q19629356,Sadok Rabah,2002-09-05,2004-11-10
Q2821241,Abderrahim Zouari,2004-11-10,2011-01-14
Q3486513,Slaheddine Malouche,2011-01-14,2011-01-27
Q3571955,Yassine Brahim,2011-01-27,2011-07-01
Q3469690,Salem Miladi,2011-07-01,2011-12-24
Q2821119,Abdelkrim Harouni,2011-12-24,2014-01-29
Q16855080,Chiheb Ben Ahmed,2014-01-29,2015-02-06
Q20423358,Mahmoud Ben Romdhane,2015-02-06,2016-01-12
Q22211169,Anis Ghedira,2016-01-12,2017-09-06
Q30728498,Radhouane Ayara,2017-09-06,2018-11-14
Q30729169,Hichem Ben Ahmed,2018-11-14,2019-11-08
Q20417790,René Trabelsi,2019-11-08,2020-02-27
Q26834002,Anouar Maârouf,2020-02-27,2020-07-15
Q91669922,Mohamed Fadhel Kraiem,2020-07-15,2020-09-02
Q19848008,Moez Chakchouk,2020-09-02,2021-10-11
Q108892351,Rabie Majidi,2021-10-11,
